Id,Table Type,Surface Material,Structural Material,Street / Avenue,Neighbourhood Id,Neighbourhood Name,Ward,Latitude,Longitude,Location
151,Square Picnic Table,Wood,Aggregate,113A STREET NW,5270,LENDRUM PLACE,WARD 10,53.4940810862484,-113.523805348741,"(53.4940810862484, -113.523805348741)"
113,Square Picnic Table,Wood,Metal,GROAT ROAD NW,5370,RIVER VALLEY MAYFAIR,WARD 08,53.528456473088,-113.541176770115,"(53.528456473088, -113.541176770115)"
170,Square Picnic Table,Unknown,Unknown,JASPER AVENUE NW,1090,DOWNTOWN,WARD 06,53.5412347267459,-113.500554483654,"(53.5412347267459, -113.500554483654)"
171,Square Picnic Table,Wood,Aggregate,80 AVENUE NW,5330,QUEEN ALEXANDRA,WARD 08,53.5165526462014,-113.510904553174,"(53.5165526462014, -113.510904553174)"
207,Square Picnic Table,Unknown,Unknown,83 STREET NW,6040,BONNIE DOON,WARD 08,53.523884034862,-113.457205340995,"(53.523884034862, -113.457205340995)"
308,Square Picnic Table,Wood,Wood,119 AVENUE NW,2010,ABBOTTSFIELD,WARD 07,53.5724200904586,-113.389290999589,"(53.5724200904586, -113.389290999589)"
113,Square Picnic Table,Wood,Metal,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,WARD 08,53.5280347541981,-113.54984513304,"(53.5280347541981, -113.54984513304)"
132,Square Picnic Table,Wood,Aggregate,73 AVENUE NW,5040,BELGRAVIA,WARD 08,53.5094541462183,-113.531286802231,"(53.5094541462183, -113.531286802231)"
242,Square Picnic Table,Wood,Aggregate,MILLBOURNE ROAD EAST NW,6480,MICHAELS PARK,WARD 11,53.4794524641674,-113.447929397536,"(53.4794524641674, -113.447929397536)"
113,Square Picnic Table,Wood,Metal,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,WARD 08,53.5290761688061,-113.546631410229,"(53.5290761688061, -113.546631410229)"
40,Square Picnic Table,Wood,Aggregate,57 AVENUE NW,4160,GARIEPY,WARD 05,53.4933972929988,-113.622978175965,"(53.4933972929988, -113.622978175965)"
149,Square Picnic Table,Wood,Metal,109 STREET NW,5390,RIVER VALLEY WALTERDALE,WARD 08,53.526703341462,-113.510096834604,"(53.526703341462, -113.510096834604)"
248,Square Picnic Table,Wood,Aggregate,23 AVENUE NW,6510,MILL WOODS PARK,WARD 11,53.4554039634573,-113.43695879112,"(53.4554039634573, -113.43695879112)"
858,Square Picnic Table,Wood,Aggregate,GROAT ROAD NW,3381,RIVER VALLEY GLENORA,WARD 06,53.5391328819842,-113.543131584952,"(53.5391328819842, -113.543131584952)"
159,Square Picnic Table,Wood,Aggregate,134 AVENUE NW,3390,ROSSLYN,WARD 02,53.5941372137949,-113.512458064472,"(53.5941372137949, -113.512458064472)"
246,Square Picnic Table,Wood,Metal,40 STREET NW,6620,RIVER VALLEY GOLD BAR,WARD 08,53.5532967520285,-113.403529117864,"(53.5532967520285, -113.403529117864)"
603,Square Picnic Table,Wood,Aggregate,172 AVENUE NW,3030,BATURYN,WARD 03,53.6327660822816,-113.504966483442,"(53.6327660822816, -113.504966483442)"
278,Square Picnic Table,Wood,Aggregate,35 AVENUE NW,6530,MINCHAU,WARD 12,53.4660425704634,-113.414566311836,"(53.4660425704634, -113.414566311836)"
113,Square Picnic Table,Wood,Wood,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,WARD 08,53.5275750657069,-113.541985953394,"(53.5275750657069, -113.541985953394)"
297,Square Picnic Table,Concrete,Aggregate,38 STREET NW,6370,KINISKI GARDENS,WARD 12,53.4751587243689,-113.399740237226,"(53.4751587243689, -113.399740237226)"
170,Round Picnic Table,Unknown,Unknown,99 STREET NW,1090,DOWNTOWN,WARD 06,53.5452461551991,-113.49005707083,"(53.5452461551991, -113.49005707083)"
236,Square Picnic Table,Wood,Aggregate,121 AVENUE NW,2550,MONTROSE,WARD 07,53.5755592725689,-113.450045145555,"(53.5755592725689, -113.450045145555)"
781,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,WARD 07,53.5546554141217,-113.385535755102,"(53.5546554141217, -113.385535755102)"
137,Square Picnic Table,Composite,Metal,114 STREET NW,5220,GREENFIELD,WARD 10,53.4726822773473,-113.525923377192,"(53.4726822773473, -113.525923377192)"
857,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,WARD 05,53.5086895868681,-113.555927788703,"(53.5086895868681, -113.555927788703)"
299,Square Picnic Table,Wood,Aggregate,25 AVENUE NW,6030,BISSET,WARD 12,53.4556508044615,-113.396816802247,"(53.4556508044615, -113.396816802247)"
261,Square Picnic Table,Wood,Metal,44 AVENUE NW,6500,MILL WOODS GOLF COURSE,WARD 11,53.4842086660054,-113.420591456062,"(53.4842086660054, -113.420591456062)"
858,Square Picnic Table,Wood,Aggregate,GROAT ROAD NW,3381,RIVER VALLEY GLENORA,WARD 06,53.5397477919273,-113.54056052968,"(53.5397477919273, -113.54056052968)"
107,Square Picnic Table,Concrete,Aggregate,136 STREET NW,3200,GLENORA,WARD 06,53.5436858738586,-113.555996979478,"(53.5436858738586, -113.555996979478)"
106,Square Picnic Table,Wood,Metal,136 STREET NW,3150,CUMBERLAND,WARD 02,53.6116872803462,-113.555870100302,"(53.6116872803462, -113.555870100302)"
194,Square Picnic Table,Wood,Metal,BLACKWOOD CRESCENT SW,5590,BLACKBURNE,WARD 09,53.4295359045288,-113.4994930169,"(53.4295359045288, -113.4994930169)"
113,Square Picnic Table,Wood,Metal,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,WARD 08,53.5270583797155,-113.55197800155,"(53.5270583797155, -113.55197800155)"
163,Square Picnic Table,Wood,Wood,58 AVENUE NW,5320,PLEASANTVIEW,WARD 10,53.4944813211711,-113.510713417605,"(53.4944813211711, -113.510713417605)"
248,Square Picnic Table,Composite,Metal,28 AVENUE NW,6510,MILL WOODS PARK,WARD 11,53.4579998367339,-113.437885199726,"(53.4579998367339, -113.437885199726)"
113,Square Picnic Table,Wood,Metal,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,WARD 08,53.5300176565994,-113.554952219592,"(53.5300176565994, -113.554952219592)"
150,Square Picnic Table,Wood,Aggregate,115 STREET NW,3080,CANOSSA,WARD 03,53.6335388748873,-113.522930853735,"(53.6335388748873, -113.522930853735)"
781,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,WARD 07,53.554914998041,-113.38377623718,"(53.554914998041, -113.38377623718)"
781,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,WARD 07,53.5535050070207,-113.388445650291,"(53.5535050070207, -113.388445650291)"
266,Square Picnic Table,Wood,Aggregate,WOODVALE ROAD EAST NW,6300,HILLVIEW,WARD 11,53.4679268377889,-113.426517152978,"(53.4679268377889, -113.426517152978)"
113,Square Picnic Table,Wood,Metal,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,WARD 08,53.5276489568514,-113.552922409816,"(53.5276489568514, -113.552922409816)"
857,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,WARD 05,53.5097581835117,-113.553789269469,"(53.5097581835117, -113.553789269469)"
140,Square Picnic Table,Wood,Metal,RIVER VALLEY ROAD NW,1200,RIVER VALLEY VICTORIA,WARD 06,53.5349044288945,-113.523566863776,"(53.5349044288945, -113.523566863776)"
261,Square Picnic Table,Concrete,Aggregate,44 AVENUE NW,6500,MILL WOODS GOLF COURSE,WARD 11,53.4847894558957,-113.424100700567,"(53.4847894558957, -113.424100700567)"
117,Square Picnic Table,Wood,Metal,124 STREET NW,5260,LANSDOWNE,WARD 10,53.4867443126085,-113.546254473299,"(53.4867443126085, -113.546254473299)"
149,Square Picnic Table,Wood,Wood,WALTERDALE HILL NW,5390,RIVER VALLEY WALTERDALE,WARD 08,53.5263081219519,-113.508611785898,"(53.5263081219519, -113.508611785898)"
149,Square Picnic Table,Wood,Metal,WALTERDALE HILL NW,5390,RIVER VALLEY WALTERDALE,WARD 08,53.5268805198055,-113.509727424578,"(53.5268805198055, -113.509727424578)"
316,Round Picnic Table,Composite,Metal,HERMITAGE ROAD NW,2120,CANON RIDGE,WARD 04,53.5806906985731,-113.378091534326,"(53.5806906985731, -113.378091534326)"
170,Square Picnic Table,Wood,Metal,105 STREET NW,1090,DOWNTOWN,WARD 06,53.5417095397132,-113.500610266534,"(53.5417095397132, -113.500610266534)"
183,Square Picnic Table,Wood,Aggregate,97 STREET NW,1140,MCCAULEY,WARD 06,53.5488235887047,-113.487711036836,"(53.5488235887047, -113.487711036836)"
641,Square Picnic Table,Wood,Aggregate,176 AVENUE NW,3190,ELSINORE,WARD 03,53.6405441224439,-113.503346355648,"(53.6405441224439, -113.503346355648)"
278,Square Picnic Table,Wood,Aggregate,35 AVENUE NW,6530,MINCHAU,WARD 12,53.4660613600747,-113.413932725014,"(53.4660613600747, -113.413932725014)"
781,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,WARD 07,53.5534394380545,-113.388328030407,"(53.5534394380545, -113.388328030407)"
113,Square Picnic Table,Wood,Metal,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,WARD 08,53.5298929230624,-113.55476570961,"(53.5298929230624, -113.55476570961)"
781,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,WARD 07,53.5552906489154,-113.385672476462,"(53.5552906489154, -113.385672476462)"
479,Square Picnic Table,Unknown,Unknown,126 STREET NW,3440,WESTMOUNT,WARD 06,53.5501229559214,-113.538907053291,"(53.5501229559214, -113.538907053291)"
235,Square Picnic Table,Metal,Metal,112 AVENUE NW,1240,VIRGINIA PARK,WARD 07,53.5626906070298,-113.454162860775,"(53.5626906070298, -113.454162860775)"
148,Square Picnic Table,Metal,Metal,110 AVENUE NW,1180,QUEEN MARY PARK,WARD 06,53.5564053494344,-113.508928072215,"(53.5564053494344, -113.508928072215)"
148,Square Picnic Table,Wood,Aggregate,109 AVENUE NW,1180,QUEEN MARY PARK,WARD 06,53.5542266529028,-113.524964897417,"(53.5542266529028, -113.524964897417)"
113,Square Picnic Table,Wood,Metal,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,WARD 08,53.527238184796,-113.552475531907,"(53.527238184796, -113.552475531907)"
858,Square Picnic Table,Wood,Aggregate,GROAT ROAD NW,3381,RIVER VALLEY GLENORA,WARD 06,53.5394047887232,-113.541614229133,"(53.5394047887232, -113.541614229133)"
193,Square Picnic Table,Wood,Metal,124 AVENUE NW,1080,DELTON,WARD 07,53.5794961210966,-113.475525827462,"(53.5794961210966, -113.475525827462)"
135,Round Picnic Table,Wood,Wood,BEARSPAW DRIVE WEST NW,5050,BLACKMUD CREEK RAVINE,WARD 10,53.4457556475257,-113.512269747244,"(53.4457556475257, -113.512269747244)"
246,Square Picnic Table,Wood,Metal,GOLDBAR PARK ROAD NW,6620,RIVER VALLEY GOLD BAR,WARD 08,53.5562736775022,-113.406940053578,"(53.5562736775022, -113.406940053578)"
246,Square Picnic Table,Wood,Metal,CAPILANO PARK ROAD NW,6620,RIVER VALLEY GOLD BAR,WARD 08,53.5614352172936,-113.421831172778,"(53.5614352172936, -113.421831172778)"
435,Square Picnic Table,Wood,Aggregate,EDWARDS DRIVE SW,6211,ELLERSLIE,WARD 12,53.4290588781032,-113.458884897695,"(53.4290588781032, -113.458884897695)"
183,Square Picnic Table,Wood,Aggregate,97 STREET NW,1140,MCCAULEY,WARD 06,53.548767604513,-113.487745243409,"(53.548767604513, -113.487745243409)"
149,Square Picnic Table,Wood,Wood,WALTERDALE HILL NW,5390,RIVER VALLEY WALTERDALE,WARD 08,53.5272894353862,-113.507728447412,"(53.5272894353862, -113.507728447412)"
308,Square Picnic Table,Concrete,Aggregate,ABBOTTSFIELD ROAD NW,2010,ABBOTTSFIELD,WARD 07,53.5747969027298,-113.391851670868,"(53.5747969027298, -113.391851670868)"
92,Square Picnic Table,Wood,Metal,143A STREET NW,3140,CRESTWOOD,WARD 01,53.5344729666692,-113.569655591383,"(53.5344729666692, -113.569655591383)"
851,Square Picnic Table,Wood,Wood,98A STREET NW,6491,MILL CREEK RAVINE NORTH,WARD 08,53.5317231567096,-113.483838769932,"(53.5317231567096, -113.483838769932)"
92,Square Picnic Table,Wood,Metal,143A STREET NW,3140,CRESTWOOD,WARD 01,53.5344240885735,-113.569658543912,"(53.5344240885735, -113.569658543912)"
97,Square Picnic Table,Wood,Aggregate,OGILVIE BOULEVARD NW,5300,OGILVIE RIDGE,WARD 09,53.4638018545781,-113.563288654055,"(53.4638018545781, -113.563288654055)"
856,Square Picnic Table,Wood,Wood,66 AVENUE NW,5401,RIVER VALLEY FORT EDMONTON,WARD 09,53.5025127749483,-113.572812598677,"(53.5025127749483, -113.572812598677)"
109,Square Picnic Table,Wood,Aggregate,136 AVENUE NW,3430,WELLINGTON,WARD 02,53.5965374868547,-113.550484792009,"(53.5965374868547, -113.550484792009)"
314,Square Picnic Table,Wood,Metal,23 STREET NW,2030,BANNERMAN,WARD 04,53.6038786168625,-113.378791761289,"(53.6038786168625, -113.378791761289)"
246,Square Picnic Table,Wood,Metal,CAPILANO PARK ROAD NW,6620,RIVER VALLEY GOLD BAR,WARD 08,53.5614214581322,-113.421986056814,"(53.5614214581322, -113.421986056814)"
295,Square Picnic Table,Wood,Metal,129 AVENUE NW,2630,RIVER VALLEY HERMITAGE,WARD 04,53.586951854679,-113.376801185149,"(53.586951854679, -113.376801185149)"
170,Square Picnic Table,Wood,Metal,JASPER AVENUE NW,1090,DOWNTOWN,WARD 06,53.5411428040997,-113.500526125327,"(53.5411428040997, -113.500526125327)"
297,Square Picnic Table,Unknown,Unknown,41 AVENUE NW,6370,KINISKI GARDENS,WARD 12,53.4774693499226,-113.404213178154,"(53.4774693499226, -113.404213178154)"
295,Square Picnic Table,Wood,Metal,HERMITAGE PARK ROAD NW,2630,RIVER VALLEY HERMITAGE,WARD 04,53.5835605511591,-113.372551309226,"(53.5835605511591, -113.372551309226)"
149,Square Picnic Table,Wood,Wood,WALTERDALE HILL NW,5390,RIVER VALLEY WALTERDALE,WARD 08,53.5280478165335,-113.505346393938,"(53.5280478165335, -113.505346393938)"
857,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,WARD 05,53.5094871541054,-113.550197208692,"(53.5094871541054, -113.550197208692)"
140,Square Picnic Table,Wood,Metal,RIVER VALLEY ROAD NW,1200,RIVER VALLEY VICTORIA,WARD 06,53.5345388674779,-113.52254920177,"(53.5345388674779, -113.52254920177)"
782,Square Picnic Table,Wood,Aggregate,107 AVENUE NW,2660,RUNDLE HEIGHTS,WARD 07,53.5618770036506,-113.392266186422,"(53.5618770036506, -113.392266186422)"
140,Square Picnic Table,Wood,Metal,RIVER VALLEY ROAD NW,1200,RIVER VALLEY VICTORIA,WARD 06,53.5343105926733,-113.52404818632,"(53.5343105926733, -113.52404818632)"
283,Square Picnic Table,Wood,Aggregate,48 STREET NW,6580,POLLARD MEADOWS,WARD 12,53.4477896002216,-113.412641352162,"(53.4477896002216, -113.412641352162)"
235,Square Picnic Table,Metal,Metal,112 AVENUE NW,1240,VIRGINIA PARK,WARD 07,53.5615897123725,-113.456635699894,"(53.5615897123725, -113.456635699894)"
165,Square Picnic Table,Wood,Aggregate,32A AVENUE NW,5470,STEINHAUER,WARD 10,53.4645064904566,-113.504811861844,"(53.4645064904566, -113.504811861844)"
151,Square Picnic Table,Wood,Metal,51 AVENUE NW,5270,LENDRUM PLACE,WARD 10,53.4888280289313,-113.52314680471,"(53.4888280289313, -113.52314680471)"
183,Square Picnic Table,Wood,Metal,107A AVENUE NW,1140,MCCAULEY,WARD 06,53.5532912454106,-113.485872187824,"(53.5532912454106, -113.485872187824)"
83,Square Picnic Table,Wood,Aggregate,43 AVENUE NW,5340,RAMSAY HEIGHTS,WARD 09,53.4791591401878,-113.57594433496,"(53.4791591401878, -113.57594433496)"
147,Square Picnic Table,Wood,Aggregate,111 AVENUE NW,1170,PRINCE RUPERT,WARD 02,53.5593175565236,-113.513993608956,"(53.5593175565236, -113.513993608956)"
113,Square Picnic Table,Wood,Metal,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,WARD 08,53.5274596313512,-113.552615842121,"(53.5274596313512, -113.552615842121)"
261,Square Picnic Table,Concrete,Aggregate,44 AVENUE NW,6500,MILL WOODS GOLF COURSE,WARD 11,53.4847554684003,-113.423825856583,"(53.4847554684003, -113.423825856583)"
108,Square Picnic Table,Wood,Wood,LANSDOWNE DRIVE NW,5550,WHITEMUD CREEK RAVINE NORTH,WARD 10,53.4853262226563,-113.553356539934,"(53.4853262226563, -113.553356539934)"
161,Square Picnic Table,Wood,Aggregate,48 AVENUE NW,5170,EMPIRE PARK,WARD 10,53.4870074343472,-113.501190196011,"(53.4870074343472, -113.501190196011)"
857,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,WARD 05,53.5081455842287,-113.558463696535,"(53.5081455842287, -113.558463696535)"
235,Square Picnic Table,Metal,Metal,112 AVENUE NW,1240,VIRGINIA PARK,WARD 07,53.5617682168281,-113.455316025998,"(53.5617682168281, -113.455316025998)"
126,Square Picnic Table,Metal,Metal,153 AVENUE NW,3180,DUNLUCE,WARD 03,53.6164833039028,-113.525742301508,"(53.6164833039028, -113.525742301508)"
857,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,WARD 05,53.5096973379594,-113.552639029061,"(53.5096973379594, -113.552639029061)"
97,Square Picnic Table,Wood,Aggregate,OGILVIE BOULEVARD NW,5300,OGILVIE RIDGE,WARD 09,53.4637630294769,-113.563476715002,"(53.4637630294769, -113.563476715002)"
858,Square Picnic Table,Wood,Aggregate,WELLINGTON CRESCENT NW,3381,RIVER VALLEY GLENORA,WARD 06,53.5393041569048,-113.544503022875,"(53.5393041569048, -113.544503022875)"
781,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,WARD 07,53.5534633553931,-113.387260915456,"(53.5534633553931, -113.387260915456)"
160,Square Picnic Table,Wood,Aggregate,130 AVENUE NW,3260,LAUDERDALE,WARD 02,53.5888192241621,-113.503000828249,"(53.5888192241621, -113.503000828249)"
113,Square Picnic Table,Wood,Metal,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,WARD 08,53.5265292434931,-113.543762910025,"(53.5265292434931, -113.543762910025)"
426,Square Picnic Table,Composite,Metal,MACEWAN ROAD SW,5452,MACEWAN,WARD 09,53.4295776942504,-113.530360822978,"(53.4295776942504, -113.530360822978)"
246,Square Picnic Table,Wood,Metal,GOLDBAR PARK ROAD NW,6620,RIVER VALLEY GOLD BAR,WARD 08,53.557029286429,-113.406909662513,"(53.557029286429, -113.406909662513)"
235,Square Picnic Table,Metal,Metal,112 AVENUE NW,1240,VIRGINIA PARK,WARD 07,53.5620000556455,-113.459921583567,"(53.5620000556455, -113.459921583567)"
781,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,WARD 07,53.5552670368388,-113.385633501173,"(53.5552670368388, -113.385633501173)"
781,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,WARD 07,53.5539268023977,-113.384981537215,"(53.5539268023977, -113.384981537215)"
113,Square Picnic Table,Wood,Metal,GROAT ROAD NW,5370,RIVER VALLEY MAYFAIR,WARD 08,53.5283318159961,-113.541244437756,"(53.5283318159961, -113.541244437756)"
781,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,WARD 07,53.5551187379002,-113.38499007693,"(53.5551187379002, -113.38499007693)"
295,Square Picnic Table,Wood,Metal,HERMITAGE PARK ROAD NW,2630,RIVER VALLEY HERMITAGE,WARD 04,53.5859245336368,-113.373910700693,"(53.5859245336368, -113.373910700693)"
149,Square Picnic Table,Composite,Metal,WALTERDALE HILL NW,5390,RIVER VALLEY WALTERDALE,WARD 08,53.5263698111185,-113.510453450186,"(53.5263698111185, -113.510453450186)"
113,Square Picnic Table,Wood,Aggregate,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,WARD 08,53.5245000457921,-113.544924968929,"(53.5245000457921, -113.544924968929)"
170,Square Picnic Table,Wood,Metal,99 AVENUE NW,1090,DOWNTOWN,WARD 06,53.5368138216153,-113.500533773401,"(53.5368138216153, -113.500533773401)"
103,Square Picnic Table,Wood,Metal,112 AVENUE NW,3450,WOODCROFT,WARD 02,53.5622854917188,-113.5626822902,"(53.5622854917188, -113.5626822902)"
301,Square Picnic Table,Wood,Aggregate,KIRKNESS ROAD NW,2430,KIRKNESS,WARD 04,53.6120884112635,-113.385470223309,"(53.6120884112635, -113.385470223309)"
286,Square Picnic Table,Unknown,Unknown,105 AVENUE NW,6270,GOLD BAR,WARD 08,53.5485172560141,-113.414011381109,"(53.5485172560141, -113.414011381109)"
857,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,WARD 05,53.5099236537246,-113.552242504774,"(53.5099236537246, -113.552242504774)"
246,Square Picnic Table,Wood,Metal,GOLDBAR PARK ROAD NW,6620,RIVER VALLEY GOLD BAR,WARD 08,53.5573424064432,-113.407010240292,"(53.5573424064432, -113.407010240292)"
116,Square Picnic Table,Wood,Aggregate,124 STREET NW,5210,GRANDVIEW HEIGHTS,WARD 10,53.4994813043091,-113.544545070894,"(53.4994813043091, -113.544545070894)"
141,Square Picnic Table,Wood,Aggregate,103 AVENUE NW,1150,OLIVER,WARD 06,53.5447906876998,-113.526517679425,"(53.5447906876998, -113.526517679425)"
73,Square Picnic Table,Wood,Metal,FOX DRIVE NW,5400,RIVER VALLEY WHITEMUD,WARD 10,53.5035282402418,-113.557764259326,"(53.5035282402418, -113.557764259326)"
246,Square Picnic Table,Composite,Metal,GOLDSTICK PARK ROAD NW,6620,RIVER VALLEY GOLD BAR,WARD 08,53.5444042803225,-113.402335963142,"(53.5444042803225, -113.402335963142)"
857,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,WARD 05,53.5105908140463,-113.547868779132,"(53.5105908140463, -113.547868779132)"
189,Square Picnic Table,Wood,Aggregate,95A STREET NW,1010,ALBERTA AVENUE,WARD 07,53.5648116378163,-113.488338507263,"(53.5648116378163, -113.488338507263)"
246,Square Picnic Table,Wood,Metal,GOLDBAR PARK ROAD NW,6620,RIVER VALLEY GOLD BAR,WARD 08,53.5576066546366,-113.405194698603,"(53.5576066546366, -113.405194698603)"
